28766,45,5
12886,45,4
24826,45,5
9481,45,5
6151,45,3
18734,45,4
20097,45,5
8384,45,3
14265,45,5
19195,45,5
17878,45,5
24452,45,5
9939,45,5
24811,45,5
24039,45,4
20569,45,5
17358,45,5
25852,45,5
20157,45,5
22085,45,5
29432,45,5
27962,45,5
5744,45,5
10394,45,5
8690,45,5
17333,45,4
28185,45,5
10935,45,5
25304,45,5
24891,45,5
29543,45,4
31153,45,5
5657,45,5
22613,45,5
9520,45,4
9548,45,5
27176,45,5
29722,45,5
20005,45,4
4885,45,4
8248,45,5
21417,45,5
1761,45,4
3678,45,5
10323,45,5
27844,45,4
24792,45,5
27491,45,5
11688,45,5
24394,45,3
25873,45,3
28062,45,5
107,45,5
23318,45,5
8804,45,3
9197,45,5
15677,45,5
22322,45,5
25796,45,5
24509,45,5
26555,45,4
28680,45,5
4536,45,5
27174,45,5
14712,45,5
21755,45,5
23870,45,3
11203,45,5
25191,45,5
22761,45,5
9407,45,5
5064,45,4
11036,45,5
25419,45,5
10340,45,5
26254,45,5
26732,45,4
9075,45,5
16731,45,5
26666,45,5
13788,45,5
16987,45,5
5644,45,5
17874,45,5
30868,45,5
2509,45,5
29006,45,5
10138,45,5
17390,45,5
5764,45,5
10804,45,5
1158,45,5
23044,45,5
3958,45,5
17212,45,5
4542,45,4
20088,45,5
16265,45,5
6940,45,5
25155,45,3
2835,45,5
20608,45,5
19567,45,4
26786,45,5
6939,45,5
26992,45,5
5500,45,5
12113,45,5
12740,45,5
26376,45,3
236,45,5
21494,45,5
28429,45,3
29091,45,5
23007,45,5
30460,45,4
19723,45,5
9188,45,5
26885,45,5
5958,45,4
26714,45,4
347,45,5
19410,45,5
21082,45,5
22629,45,5
17381,45,5
801,45,5
29424,45,5
29823,45,5
14133,45,5
6870,45,5
15159,45,5
26472,45,4
28481,45,2
23308,45,5
6597,45,5
26592,45,4
15001,45,5
12888,45,5
6079,45,5
4039,45,4
23557,45,5
20565,45,5
26613,45,5
28252,45,5
10198,45,5
12208,45,5
4497,45,5
28201,45,5
24967,45,5
1309,45,5
21101,45,3
25944,45,5
22216,45,5
19084,45,4
13325,45,5
24550,45,5
9492,45,5
14400,45,5
28931,45,5
334,45,5
19415,45,5
5897,45,5
30947,45,5
17481,45,5
29499,45,5
16422,45,5
31098,45,5
18108,45,5
13284,45,5
1570,45,5
14344,45,5
15605,45,5
29508,45,5
12361,45,5
18005,45,5
12579,45,5
26150,45,5
13981,45,3
2118,45,5
21543,45,4
12240,45,5
7570,45,5
27059,45,5
12596,45,5
11032,45,1
28593,45,5
12367,45,4
30587,45,5
2072,45,5
11222,45,5
30899,45,5
7103,45,5
12287,45,5
6429,45,5
7698,45,5
15692,45,5
22979,45,5
15855,45,5
24885,45,5
28291,45,4
4918,45,5
19089,45,5
17015,45,5
17076,45,5
14916,45,5
9494,45,5
8507,45,5
8990,45,5
23873,45,2
19221,45,3
1287,45,5
10751,45,5
3582,45,4
4337,45,4
20115,45,5
17749,45,5
873,45,5
19292,45,5
7129,45,3
7914,45,5
30037,45,5
22064,45,5
30359,45,5
20151,45,5
1454,45,5
6414,45,5
27312,45,1
9217,45,5
22446,45,5
15792,45,5
7875,45,5
20036,45,5
9388,45,5
20448,45,2
6233,45,3
7659,45,3
22569,45,5
21704,45,5
8815,45,5
17354,45,5
20885,45,5
9373,45,5
21790,45,5
10406,45,4
13282,45,4
6081,45,5
19130,45,5
5428,45,5
7804,45,5
27265,45,5
2743,45,5
26780,45,5
24016,45,5
3782,45,5
23238,45,5
20767,45,5
5014,45,4
3257,45,5
12246,45,5
11663,45,5
3427,45,5
9624,45,5
21570,45,5
16838,45,5
19808,45,5
7468,45,5
9299,45,5
20734,45,3
17248,45,5
25947,45,4
7222,45,5
20488,45,5
13854,45,5
26769,45,4
21256,45,5
15236,45,5
28232,45,5
7254,45,5
7501,45,5
4761,45,5
29395,45,5
13093,45,5
12922,45,5
25040,45,5
6958,45,4
9111,45,5
24724,45,4
872,45,5
21909,45,5
21838,45,5
12193,45,3
3607,45,5
8786,45,5
20572,45,5
16615,45,5
19065,45,5
7571,45,5
3655,45,5
3306,45,5
4408,45,5
26355,45,4
14725,45,5
29143,45,5
9174,45,5
1499,45,5
29225,45,5
5429,45,5
3164,45,5
13729,45,5
22562,45,5
2315,45,3
19170,45,5
22681,45,5
2892,45,3
28539,45,5
2401,45,3
17508,45,5
6714,45,5
2751,45,4
22938,45,5
4075,45,5
27746,45,5
7322,45,5
29224,45,5
878,45,4
16363,45,5
4724,45,5
3213,45,5
15426,45,5
24099,45,5
15310,45,5
8243,45,4
21205,45,5
19856,45,4
18980,45,5
19396,45,5
24078,45,5
24977,45,4
3592,45,3
29128,45,4
23659,45,5
16790,45,5
28620,45,5
5987,45,5
7807,45,5
21678,45,5
22644,45,5
10946,45,4
28215,45,5
27822,45,5
2535,45,5
17700,45,5
4671,45,5
3077,45,5
7109,45,5
23633,45,5
717,45,4
30954,45,5
6365,45,5
27340,45,5
24566,45,5
18838,45,5
6143,45,5
14464,45,5
22996,45,3
4009,45,5
31156,45,5
5398,45,5
16909,45,4
20843,45,5
20939,45,5
27837,45,5
20803,45,4
3193,45,5
3495,45,5
29806,45,5
23070,45,3
20418,45,5
29847,45,3
30188,45,5
12365,45,3
13138,45,1
17864,45,5
5189,45,4
14873,45,5
9422,45,5
15965,45,4
11404,45,5
26660,45,5
19966,45,5
30799,45,5
796,45,5
18440,45,5
9433,45,4
13927,45,5
22432,45,5
28089,45,5
30479,45,5
12102,45,5
13380,45,5
24266,45,5
12786,45,5
15530,45,5
2070,45,5
26971,45,4
28929,45,5
26965,45,5
13397,45,5
30095,45,5
2830,45,3
17314,45,5
29343,45,4
17500,45,5
28729,45,5
23559,45,5
8097,45,5
14806,45,4
9193,45,5
10555,45,4
7553,45,4
12774,45,4
15255,45,4
29426,45,4
30478,45,5
19850,45,3
15842,45,4
6694,45,5
26966,45,5
15168,45,5
9189,45,3
29389,45,5
29108,45,5
10719,45,4
28608,45,5
7282,45,4
30118,45,5
741,45,5
24209,45,5
4957,45,5
15322,45,4
745,45,5
27475,45,5
4675,45,1
29351,45,5
12320,45,5
25947,45,5
750,45,4
15203,45,5
17831,45,5
16825,45,4
10358,45,4
14161,45,5
6327,45,5
20944,45,5
19184,45,5
15645,45,5
7538,45,5
117,45,4
311,45,5
1205,45,3
16975,45,4
27154,45,5
24538,45,5
7637,45,5
30485,45,5
20025,45,5
26620,45,5
18288,45,5
25925,45,4
953,45,5
23803,45,5
22830,45,4
20343,45,5
27233,45,5
15750,45,5
487,45,2
20986,45,5
17934,45,5
27748,45,1
28846,45,4
23760,45,4
1898,45,5
7471,45,4
2142,45,4
21152,45,5
1034,45,5
28068,45,4
29741,45,5
16893,45,5
2572,45,4
6138,45,5
30825,45,5
15507,45,5
3654,45,4
16865,45,3
24050,45,5
18758,45,4
2143,45,5
23634,45,3
4150,45,2
8735,45,5
7883,45,5
7463,45,5
10813,45,4
10083,45,5
9367,45,5
18144,45,4
3672,45,5
29655,45,4
20637,45,5
25405,45,5
14780,45,4
22860,45,5
19769,45,5
3628,45,5
13274,45,5
18862,45,3
2760,45,5
26842,45,5
28886,45,5
1946,45,5
7184,45,5
14670,45,4
14076,45,5
14448,45,5
28264,45,3
11517,45,5
30155,45,5
26517,45,5
28890,45,5
26123,45,5
16338,45,5
22119,45,5
28685,45,5
12802,45,4
23519,45,5
17743,45,5
28346,45,5
23418,45,5
14649,45,4
10264,45,5
17563,45,4
85,45,5
17632,45,4
549,45,5
9650,45,5
27113,45,5
20155,45,5
11128,45,5
7017,45,4
27507,45,5
18686,45,5
10665,45,4
22946,45,5
31191,45,4
31356,45,5
21227,45,5
28606,45,5
7094,45,5
25235,45,4
2005,45,5
19784,45,5
12600,45,5
7501,45,5
26143,45,5
20489,45,4
29097,45,5
8016,45,5
2256,45,5
23197,45,5
16220,45,4
13322,45,2
18976,45,4
21772,45,5
28634,45,4
28889,45,5
14845,45,3
3374,45,5
22869,45,4
25745,45,5
26710,45,5
27165,45,3
5236,45,5
4917,45,3
9232,45,5
14850,45,5
26459,45,5
7917,45,5
23660,45,3
27964,45,5
1897,45,5
3473,45,5
12131,45,5
14704,45,5
28012,45,5
29583,45,5
7040,45,5
24461,45,5
29061,45,3
653,45,5
28462,45,3
20034,45,5
20272,45,5
3316,45,5
16165,45,5
13225,45,5
8744,45,5
21837,45,5
10490,45,5
23507,45,5
7880,45,5
18725,45,5
13431,45,5
3728,45,5
13613,45,5
24955,45,3
22438,45,5
5098,45,5
13775,45,4
25673,45,5
5896,45,4
11858,45,4
30724,45,5
20908,45,5
3420,45,4
13923,45,3
16006,45,5
3356,45,5
25555,45,5
15809,45,5
12972,45,5
7182,45,5
17285,45,5
11946,45,4
22393,45,5
15409,45,3
18341,45,5
9349,45,5
26008,45,3
7343,45,5
17704,45,5
18962,45,5
12216,45,5
31090,45,5
22052,45,5
18153,45,5
18854,45,3
1607,45,5
4635,45,5
12560,45,5
30184,45,5
15321,45,4
29234,45,4
13133,45,4
11121,45,4
28910,45,5
28254,45,4
24382,45,5
5717,45,5
9400,45,5
6919,45,5
23912,45,5
15960,45,5
19627,45,5
21876,45,5
25397,45,5
24123,45,5
18701,45,5
8857,45,4
15360,45,5
9923,45,5
3888,45,5
25858,45,4
9857,45,5
26999,45,5
22645,45,4
3232,45,5
1755,45,5
25161,45,1
19314,45,3
22239,45,5
6924,45,5
29909,45,4
23603,45,5
16151,45,5
24270,45,5
4081,45,4
17612,45,5
7821,45,5
9297,45,5
25800,45,4
25424,45,4
13381,45,5
5059,45,5
25226,45,4
17855,45,5
29597,45,5
11162,45,4
16736,45,5
1331,45,4
7690,45,5
21096,45,5
23025,45,5
9442,45,5
7366,45,5
24500,45,5
26866,45,4
6633,45,5
16416,45,5
21034,45,5
6247,45,5
19910,45,5
318,45,5
8509,45,5
22339,45,5
1524,45,5
1888,45,3
28194,45,5
4944,45,5
15059,45,5
1516,45,5
18240,45,5
16491,45,5
10004,45,5
206,45,5
7582,45,5
14536,45,4
29461,45,5
30219,45,4
5357,45,5
11703,45,4
3738,45,4
9030,45,4
4095,45,3
19859,45,5
27178,45,5
2515,45,4
3372,45,5
3346,45,5
355,45,5
30967,45,5
26629,45,5
5556,45,5
2921,45,3
20003,45,5
11977,45,4
17071,45,5
13731,45,5
17365,45,5
4426,45,3
715,45,5
17326,45,3
6893,45,5
10085,45,5
28440,45,4
13777,45,5
7680,45,4
1626,45,4
29112,45,1
15309,45,3
9099,45,5
30771,45,5
22155,45,5
16989,45,5
20198,45,5
8445,45,5
12873,45,5
6013,45,3
25958,45,5
30492,45,3
26994,45,5
14672,45,5
4102,45,5
9613,45,5
21506,45,5
7016,45,3
31198,45,5
20187,45,5
24380,45,5
10651,45,4
8958,45,5
21344,45,5
21517,45,5
15945,45,5
8365,45,5
16739,45,5
6541,45,5
26164,45,5
6789,45,5
23433,45,5
23320,45,5
23921,45,5
16656,45,5
16955,45,5
29094,45,3
25674,45,4
10458,45,5
28861,45,5
15484,45,5
18486,45,5
20731,45,5
19418,45,5
13254,45,5
21443,45,4
23484,45,5
17412,45,5
18016,45,5
23164,45,5
8145,45,5
1381,45,4
14592,45,4
22851,45,4
13719,45,5
21249,45,5
2260,45,4
28578,45,5
22103,45,5
381,45,5
27675,45,5
12017,45,5
29379,45,5
29196,45,4
25478,45,4
26570,45,4
13863,45,5
24037,45,4
13591,45,5
13400,45,5
14230,45,4
24344,45,5
17362,45,5
27484,45,5
25974,45,5
27809,45,5
24100,45,5
29041,45,5
7058,45,5
21711,45,5
280,45,5
20540,45,4
4834,45,5
16772,45,5
29773,45,5
882,45,4
7364,45,5
5292,45,5
9774,45,5
14188,45,5
21705,45,5
17517,45,5
29429,45,5
25886,45,5
29447,45,3
8550,45,5
28870,45,5
21457,45,5
7654,45,5
18465,45,5
14253,45,5
7684,45,4
335,45,4
15404,45,4
19805,45,5
19122,45,5
14745,45,5
14499,45,5
24863,45,5
21260,45,3
